id,loan_status,aproval_prob
69528,0,0.0039
69529,0,0.0153
69530,1,0.9341
69531,0,0.0337
69532,0,0.0123
69533,0,0.0873
69534,0,0.1436
69535,0,0.098
69536,0,0.0103
69537,0,0.1847
69538,0,0.0683
69539,0,0.003
69540,0,0.076
69541,0,0.0138
69542,0,0.0536
69543,0,0.0502
69544,0,0.1904
69545,1,0.985
69546,0,0.2357
69547,0,0.1112
69548,0,0.0083
69549,0,0.0088
69550,0,0.012
69551,0,0.0118
69552,0,0.0321
69553,0,0.0278
69554,0,0.2581
69555,0,0.121
69556,0,0.0414
69557,0,0.0057
69558,0,0.0129
69559,1,0.9693
69560,1,0.9026
69561,0,0.027
69562,0,0.4889
69563,0,0.0378
69564,1,0.9847
69565,0,0.0199
69566,0,0.0134
69567,0,0.0339
69568,0,0.0718
69569,0,0.0016
69570,0,0.0209
69571,0,0.0024
69572,0,0.0054
69573,1,0.9687
69574,0,0.0077
69575,0,0.0229
69576,0,0.0178
69577,1,0.9555
69578,1,0.9649
69579,0,0.3539
69580,0,0.0692
69581,0,0.0079
69582,1,0.9551
69583,0,0.1996
69584,0,0.0139
69585,0,0.0199
69586,0,0.0628
69587,0,0.0184
69588,0,0.0079
69589,0,0.1086
69590,0,0.0059
69591,0,0.0173
69592,0,0.1453
69593,1,0.571
69594,0,0.0251
69595,0,0.0125
69596,0,0.0177
69597,1,0.9055
69598,0,0.0413
69599,0,0.0451
69600,0,0.0052
69601,0,0.0153
69602,0,0.0273
69603,1,0.9138
69604,0,0.0279
69605,0,0.0543
69606,0,0.0014
69607,0,0.1038
69608,0,0.0377
69609,0,0.0812
69610,1,0.9658
69611,0,0.0108
69612,0,0.0261
69613,0,0.049
69614,0,0.076
69615,0,0.012
69616,0,0.0243
69617,0,0.0411
69618,0,0.0041
69619,1,0.9887
69620,0,0.0098
69621,0,0.0709
69622,0,0.023
69623,0,0.1337
69624,0,0.0773
69625,0,0.1172
69626,0,0.0624
69627,0,0.007
69628,0,0.0579
69629,0,0.1392
69630,1,0.962
69631,1,0.9516
69632,0,0.0152
69633,0,0.1248
69634,0,0.0025
69635,0,0.0108
69636,0,0.0024
69637,0,0.2044
69638,0,0.0563
69639,1,0.9602
69640,0,0.0068
69641,0,0.1244
69642,0,0.0023
69643,0,0.0778
69644,1,0.9835
69645,0,0.0268
69646,0,0.003
69647,0,0.0204
69648,1,0.9871
69649,0,0.1156
69650,0,0.0349
69651,0,0.0198
69652,0,0.0043
69653,0,0.0025
69654,0,0.0128
69655,0,0.0033
69656,0,0.0084
69657,0,0.0192
69658,0,0.0132
69659,0,0.0501
69660,0,0.1654
69661,0,0.101
69662,1,0.9231
69663,0,0.0015
69664,0,0.0088
69665,1,0.9322
69666,0,0.0617
69667,0,0.0158
69668,1,0.8532
69669,0,0.0068
69670,0,0.0069
69671,0,0.0148
69672,0,0.1166
69673,0,0.4645
69674,1,0.5775
69675,0,0.0227
69676,0,0.0308
69677,0,0.0476
69678,0,0.0197
69679,1,0.9886
69680,0,0.0144
69681,0,0.006
69682,0,0.0097
69683,0,0.0107
69684,0,0.339
69685,0,0.1051
69686,0,0.0346
69687,0,0.059
69688,0,0.0009
69689,0,0.119
69690,0,0.0286
69691,0,0.0125
69692,0,0.0348
69693,0,0.0929
69694,0,0.0118
69695,0,0.0081
69696,0,0.1739
69697,1,0.9776
69698,0,0.0507
69699,0,0.0167
69700,0,0.0763
69701,0,0.016
69702,0,0.0195
69703,0,0.0162
69704,0,0.2731
69705,0,0.0068
69706,0,0.0208
69707,0,0.0959
69708,0,0.4398
69709,0,0.0356
69710,0,0.0386
69711,0,0.1229
69712,0,0.0768
69713,0,0.0132
69714,1,0.9472
69715,0,0.0288
69716,0,0.0402
69717,0,0.0768
69718,0,0.0951
69719,0,0.0146
69720,1,0.8536
69721,0,0.0287
69722,0,0.0256
69723,0,0.0082
69724,0,0.0113
69725,0,0.0148
69726,0,0.0576
69727,0,0.0242
69728,0,0.183
69729,0,0.0079
69730,0,0.0306
69731,0,0.0704
69732,0,0.0141
69733,0,0.0093
69734,0,0.0011
69735,0,0.0062
69736,0,0.0039
69737,0,0.0474
69738,0,0.2502
69739,0,0.0063
69740,0,0.0102
69741,0,0.0883
69742,0,0.0125
69743,0,0.0143
69744,0,0.0174
69745,0,0.0062
69746,0,0.0251
69747,0,0.0219
69748,0,0.0062
69749,0,0.0837
69750,0,0.0058
69751,0,0.0191
69752,0,0.1395
69753,0,0.0167
69754,0,0.0097
69755,1,0.9577
69756,0,0.0296
69757,0,0.0049
69758,0,0.0054
69759,0,0.0104
69760,0,0.0108
69761,0,0.0023
69762,0,0.0369
69763,0,0.0828
69764,0,0.0123
69765,0,0.018
69766,0,0.0331
69767,0,0.0137
69768,0,0.0947
69769,1,0.8797
69770,0,0.0126
69771,0,0.011
69772,0,0.0328
69773,1,0.7481
69774,1,0.8452
69775,0,0.018
69776,0,0.0317
69777,0,0.0148
69778,0,0.0674
69779,0,0.0285
69780,0,0.0655
69781,0,0.0277
69782,1,0.8384
69783,0,0.0037
69784,0,0.0188
69785,0,0.0501
69786,0,0.0362
69787,0,0.0834
69788,0,0.0082
69789,0,0.0093
69790,0,0.0198
69791,0,0.0134
69792,0,0.0137
69793,0,0.0611
69794,0,0.0137
69795,0,0.0222
69796,0,0.004
69797,0,0.04
69798,0,0.008
69799,0,0.0071
69800,0,0.0045
69801,1,0.9461
69802,0,0.0178
69803,0,0.0153
69804,1,0.8794
69805,0,0.0487
69806,0,0.0059
69807,0,0.0224
69808,0,0.0586
69809,0,0.0201
69810,1,0.8778
69811,0,0.0144
69812,0,0.0096
69813,0,0.0066
69814,0,0.1449
69815,0,0.0119
69816,0,0.0015
69817,0,0.0435
69818,0,0.0033
69819,0,0.1008
69820,0,0.002
69821,1,0.9746
69822,0,0.1269
69823,0,0.2764
69824,0,0.1811
69825,0,0.0212
69826,0,0.0147
69827,0,0.0148
69828,0,0.1415
69829,1,0.9937
69830,0,0.0144
69831,1,0.5047
69832,0,0.0234
69833,0,0.1085
69834,0,0.0126
69835,0,0.0063
69836,0,0.2824
69837,0,0.0608
69838,0,0.0257
69839,0,0.1891
69840,0,0.0066
69841,0,0.0086
69842,0,0.0192
69843,0,0.0301
69844,0,0.2084
69845,0,0.0022
69846,0,0.0142
69847,1,0.6574
69848,0,0.0472
69849,0,0.0241
69850,0,0.0895
69851,0,0.0171
69852,0,0.0288
69853,0,0.0257
69854,0,0.1081
69855,0,0.0341
69856,0,0.0529
69857,1,0.7776
69858,0,0.0784
69859,0,0.0067
69860,0,0.0275
69861,1,0.9841
69862,0,0.0102
69863,0,0.0017
69864,1,0.9241
69865,0,0.0289
69866,0,0.0072
69867,1,0.8899
69868,0,0.0114
69869,0,0.0579
69870,0,0.004
69871,0,0.0089
69872,1,0.8917
69873,0,0.0965
69874,0,0.036
69875,0,0.0098
69876,0,0.1233
69877,0,0.0372
69878,0,0.0141
69879,0,0.0102
69880,0,0.012
69881,0,0.0593
69882,0,0.0071
69883,0,0.0844
69884,1,0.9282
69885,0,0.3566
69886,0,0.026
69887,0,0.0602
69888,0,0.04
69889,0,0.2229
69890,0,0.0767
69891,0,0.0187
69892,0,0.0438
69893,0,0.17
69894,0,0.0103
69895,1,0.9724
69896,1,0.9389
69897,0,0.0426
69898,0,0.0343
69899,0,0.0008
69900,0,0.0467
69901,1,0.9543
69902,0,0.0445
69903,0,0.0695
69904,0,0.0215
69905,0,0.009
69906,0,0.0053
69907,0,0.0957
69908,0,0.0333
69909,0,0.0068
69910,0,0.0476
69911,0,0.1885
69912,0,0.0067
69913,0,0.1092
69914,0,0.0819
69915,0,0.1172
69916,0,0.0069
69917,0,0.2427
69918,0,0.1927
69919,0,0.0614
69920,0,0.0186
69921,0,0.0355
69922,0,0.0114
69923,0,0.0233
69924,0,0.043
69925,0,0.0032
69926,1,0.8507
69927,0,0.0163
69928,0,0.1369
69929,0,0.0102
69930,0,0.0472
69931,0,0.0176
69932,0,0.093
69933,0,0.0345
69934,0,0.042
69935,0,0.0247
69936,0,0.0174
69937,0,0.0175
69938,0,0.028
69939,0,0.2043
69940,0,0.0028
69941,0,0.034
69942,0,0.0014
69943,0,0.0264
69944,0,0.0077
69945,0,0.0557
69946,1,0.9624
69947,0,0.0009
69948,0,0.0109
69949,0,0.012
69950,0,0.0912
69951,0,0.188
69952,0,0.0644
69953,0,0.0088
69954,0,0.2037
69955,1,0.9109
69956,0,0.0233
69957,0,0.0305
69958,1,0.9605
69959,1,0.9834
69960,0,0.0019
69961,0,0.0069
69962,1,0.8442
69963,0,0.0693
69964,0,0.1466
69965,1,0.5728
69966,0,0.0083
69967,0,0.0476
69968,0,0.0157
69969,0,0.0064
69970,0,0.0016
69971,0,0.0041
69972,0,0.1989
69973,0,0.0295
69974,0,0.0241
69975,0,0.0081
69976,1,0.9794
69977,0,0.0088
69978,0,0.3993
69979,0,0.019
69980,0,0.127
69981,0,0.0185
69982,0,0.0584
69983,0,0.0125
69984,0,0.0026
69985,0,0.0041
69986,0,0.0302
69987,0,0.0134
69988,0,0.0535
69989,0,0.0079
69990,1,0.7169
69991,0,0.0458
69992,0,0.0149
69993,0,0.0132
69994,0,0.0031
69995,0,0.0262
69996,0,0.0025
69997,0,0.0856
69998,0,0.0337
69999,0,0.0084
70000,0,0.0067
70001,0,0.0717
70002,0,0.0104
70003,0,0.0278
70004,0,0.0043
70005,0,0.0199
70006,0,0.0144
70007,0,0.0094
70008,0,0.0799
70009,0,0.0312
70010,1,0.8252
70011,0,0.0971
70012,0,0.2608
70013,0,0.0618
70014,0,0.0278
70015,0,0.0377
70016,0,0.022
70017,0,0.0183
70018,0,0.0046
70019,0,0.0242
70020,0,0.0278
70021,0,0.0126
70022,0,0.0087
70023,0,0.1058
70024,0,0.0288
70025,0,0.0221
70026,0,0.0134
70027,0,0.0091
70028,0,0.0086
70029,0,0.0157
70030,0,0.0022
70031,0,0.016
70032,1,0.9254
70033,1,0.9639
70034,0,0.0181
70035,0,0.0238
70036,0,0.0404
70037,0,0.0063
70038,0,0.0069
70039,1,0.9722
70040,0,0.0163
70041,0,0.0988
70042,1,0.9607
70043,0,0.0059
70044,0,0.0247
70045,0,0.0743
70046,0,0.0145
70047,0,0.0159
70048,0,0.0644
70049,0,0.0078
70050,0,0.0855
70051,0,0.1659
70052,0,0.031
70053,1,0.9857
70054,1,0.9772
70055,0,0.0061
70056,0,0.007
70057,0,0.0162
70058,0,0.0036
70059,0,0.2433
70060,0,0.0568
70061,0,0.0228
70062,0,0.0363
70063,0,0.04
70064,0,0.076
70065,0,0.0129
70066,1,0.9872
70067,0,0.0214
70068,0,0.0103
70069,0,0.0623
70070,0,0.0288
70071,0,0.0344
70072,1,0.9724
70073,0,0.0155
70074,0,0.0011
70075,0,0.002
70076,0,0.0056
70077,0,0.0335
70078,0,0.014
70079,0,0.0107
70080,0,0.0123
70081,0,0.0259
70082,0,0.0228
70083,0,0.0147
70084,0,0.009
70085,1,0.9346
70086,0,0.0141
70087,0,0.0089
70088,0,0.0181
70089,0,0.1216
70090,0,0.0562
70091,0,0.035
70092,1,0.9826
70093,0,0.0303
70094,1,0.8681
70095,0,0.1022
70096,0,0.0179
70097,1,0.8396
70098,0,0.0355
70099,0,0.0085
70100,0,0.0071
70101,0,0.0065
70102,1,0.9738
70103,0,0.0086
70104,0,0.006
70105,0,0.2289
70106,1,0.9581
70107,0,0.0303
70108,0,0.0217
70109,0,0.0311
70110,0,0.0065
70111,0,0.0946
70112,1,0.977
70113,0,0.0171
70114,0,0.1218
70115,0,0.0622
70116,0,0.0041
70117,0,0.0041
70118,0,0.0442
70119,0,0.0157
70120,0,0.0687
70121,0,0.0641
70122,0,0.0622
70123,0,0.014
70124,0,0.0552
70125,0,0.0519
70126,0,0.0006
70127,0,0.021
70128,0,0.009
70129,0,0.0069
70130,0,0.0135
70131,1,0.9684
70132,0,0.0492
70133,1,0.9296
70134,1,0.9713
70135,0,0.0085
70136,0,0.0099
70137,1,0.9553
70138,0,0.0021
70139,0,0.0097
70140,0,0.0071
70141,0,0.0152
70142,0,0.0492
70143,0,0.0488
70144,0,0.0053
70145,0,0.0021
70146,0,0.0041
70147,0,0.0234
70148,1,0.9664
70149,0,0.0058
70150,0,0.0046
70151,0,0.0057
70152,0,0.0078
70153,0,0.0593
70154,0,0.0042
70155,0,0.1548
70156,0,0.0364
70157,0,0.047
70158,0,0.0081
70159,1,0.9106
70160,0,0.0295
70161,0,0.0469
70162,0,0.0119
70163,0,0.0253
70164,0,0.0054
70165,0,0.1126
70166,0,0.0103
70167,1,0.964
70168,0,0.0075
70169,0,0.0247
70170,0,0.0025
70171,1,0.9511
70172,1,0.9045
70173,0,0.0076
70174,0,0.006
70175,0,0.0254
70176,0,0.0017
70177,0,0.0157
70178,0,0.0106
70179,1,0.9799
70180,0,0.1739
70181,0,0.0267
70182,0,0.0935
70183,0,0.0129
70184,0,0.0244
70185,0,0.0152
70186,1,0.9051
70187,0,0.0204
70188,0,0.0097
70189,0,0.0648
70190,0,0.0337
70191,0,0.0097
70192,0,0.0116
70193,0,0.0185
70194,0,0.0066
70195,0,0.1071
70196,0,0.0184
70197,1,0.9548
70198,0,0.0937
70199,0,0.022
70200,0,0.1086
70201,1,0.9587
70202,0,0.1066
70203,1,0.9417
70204,0,0.0115
70205,0,0.0175
70206,0,0.1309
70207,0,0.089
70208,0,0.1203
70209,0,0.051
70210,0,0.0572
70211,0,0.2482
70212,0,0.035
70213,0,0.0988
70214,0,0.0975
70215,0,0.0238
70216,1,0.9752
70217,0,0.0007
70218,0,0.0123
70219,0,0.3958
70220,0,0.0433
70221,0,0.016
70222,0,0.0078
70223,0,0.01
70224,1,0.6516
70225,0,0.0292
70226,0,0.0558
70227,0,0.0251
70228,0,0.1297
70229,0,0.0173
70230,1,0.9547
70231,0,0.2004
70232,0,0.0082
70233,0,0.0133
70234,0,0.0194
70235,0,0.022
70236,0,0.0029
70237,0,0.0461
70238,0,0.2516
70239,0,0.006
70240,0,0.0212
70241,0,0.034
70242,0,0.0809
70243,0,0.0422
70244,0,0.2107
70245,0,0.0082
70246,0,0.0111
70247,0,0.0146
70248,0,0.0077
70249,0,0.0102
70250,0,0.0297
70251,0,0.0319
70252,0,0.108
70253,1,0.7227
70254,0,0.1049
70255,0,0.0196
70256,0,0.0208
70257,0,0.0979
70258,0,0.0146
70259,0,0.0064
70260,0,0.0066
70261,0,0.0047
70262,0,0.0186
70263,0,0.0617
70264,0,0.0024
70265,0,0.0104
70266,0,0.0286
70267,0,0.011
70268,0,0.0143
70269,0,0.0211
70270,1,0.8988
70271,0,0.0306
70272,0,0.0124
70273,0,0.0222
70274,0,0.0728
70275,0,0.029
70276,1,0.5877
70277,0,0.0321
70278,0,0.0638
70279,0,0.0056
70280,0,0.0038
70281,0,0.0129
70282,0,0.1692
70283,0,0.037
70284,1,0.9453
70285,0,0.0074
70286,0,0.064
70287,0,0.4193
70288,0,0.0097
70289,0,0.2144
70290,0,0.037
70291,0,0.1067
70292,0,0.0265
70293,0,0.021
70294,0,0.0187
70295,0,0.0237
70296,0,0.015
70297,1,0.5609
70298,0,0.0177
70299,0,0.0021
70300,0,0.015
70301,1,0.9442
70302,0,0.0444
70303,0,0.0127
70304,0,0.0136
70305,0,0.1473
70306,0,0.0167
70307,1,0.877
70308,0,0.0163
70309,0,0.0067
70310,0,0.0022
70311,1,0.9933
70312,0,0.0061
70313,0,0.0069
70314,0,0.0468
70315,0,0.0852
70316,0,0.0016
70317,1,0.7153
70318,0,0.0364
70319,0,0.0252
70320,0,0.028
70321,0,0.0066
70322,0,0.0631
70323,0,0.111
70324,0,0.0217
70325,0,0.015
70326,0,0.0296
70327,1,0.8318
70328,1,0.5786
70329,0,0.028
70330,0,0.0011
70331,0,0.0085
70332,0,0.0025
70333,0,0.0125
70334,0,0.3312
70335,0,0.1093
70336,0,0.045
70337,1,0.9691
70338,0,0.2973
70339,0,0.004
70340,0,0.0859
70341,0,0.0029
70342,0,0.0971
70343,0,0.078
70344,0,0.108
70345,0,0.0369
70346,1,0.9596
70347,0,0.0089
70348,0,0.0813
70349,0,0.0786
70350,0,0.044
70351,0,0.0125
70352,0,0.0027
70353,0,0.0212
70354,0,0.0355
70355,0,0.0883
70356,0,0.0434
70357,0,0.0307
70358,0,0.0221
70359,0,0.0084
70360,0,0.0237
70361,0,0.0107
70362,0,0.0227
70363,0,0.0536
70364,0,0.0009
70365,0,0.0351
70366,0,0.0105
70367,0,0.0203
70368,0,0.0319
70369,0,0.0318
70370,0,0.107
70371,0,0.01
70372,0,0.0632
70373,0,0.0455
70374,0,0.0271
70375,0,0.019
70376,0,0.0085
70377,0,0.0898
70378,0,0.101
70379,0,0.0575
70380,0,0.0228
70381,0,0.1156
70382,0,0.2264
70383,0,0.1434
70384,0,0.0355
70385,0,0.0092
70386,1,0.9788
70387,0,0.0278
70388,0,0.4627
70389,0,0.0208
70390,0,0.0125
70391,0,0.0158
70392,0,0.0009
70393,0,0.003
70394,0,0.0054
70395,0,0.1159
70396,0,0.0326
70397,0,0.1407
70398,0,0.0019
70399,1,0.9571
70400,0,0.1882
70401,0,0.008
70402,0,0.0521
70403,0,0.0614
70404,0,0.0365
70405,0,0.0332
70406,0,0.1052
70407,1,0.9802
70408,0,0.1499
70409,0,0.0247
70410,0,0.1309
70411,0,0.0426
70412,0,0.0025
70413,0,0.0215
70414,0,0.0312
70415,0,0.1096
70416,0,0.0103
70417,0,0.0064
70418,0,0.002
70419,0,0.0126
70420,0,0.0248
70421,0,0.0046
70422,0,0.085
70423,0,0.1033
70424,0,0.0455
70425,0,0.0536
70426,0,0.0254
70427,0,0.025
70428,0,0.0178
70429,0,0.04
70430,0,0.035
70431,0,0.0273
70432,0,0.0227
70433,0,0.1013
70434,0,0.1573
70435,0,0.0609
70436,0,0.0207
70437,0,0.0164
70438,0,0.048
70439,0,0.0041
70440,0,0.1355
70441,0,0.0145
70442,0,0.0966
70443,1,0.9328
70444,0,0.0149
70445,1,0.7393
70446,1,0.8999
70447,0,0.1153
70448,0,0.0504
70449,0,0.0153
70450,0,0.0848
70451,0,0.1101
70452,1,0.9542
70453,0,0.0674
70454,0,0.015
70455,0,0.0447
70456,0,0.0963
70457,0,0.0036
70458,0,0.0318
70459,0,0.0125
70460,1,0.9737
70461,0,0.0836
70462,0,0.0757
70463,0,0.0074
70464,0,0.0784
70465,0,0.012
70466,0,0.0224
70467,1,0.9627
70468,1,0.9849
70469,0,0.0026
70470,0,0.0214
70471,0,0.0017
70472,0,0.0233
70473,1,0.9382
70474,0,0.0028
70475,1,0.985
70476,0,0.1334
70477,0,0.0144
70478,0,0.0353
70479,1,0.9665
70480,0,0.0918
70481,0,0.3761
70482,0,0.0034
70483,0,0.0309
70484,0,0.0799
70485,0,0.0582
70486,0,0.0317
70487,1,0.9371
70488,0,0.0067
70489,0,0.099
70490,0,0.0131
70491,0,0.3063
70492,0,0.0181
70493,0,0.0299
70494,0,0.1555
70495,0,0.007
70496,0,0.0087
70497,0,0.0554
70498,0,0.023
70499,1,0.923
70500,0,0.0168
70501,0,0.0047
70502,1,0.9525
70503,0,0.0417
70504,0,0.0336
70505,0,0.0787
70506,0,0.0129
70507,0,0.0246
70508,1,0.938
70509,0,0.4786
70510,0,0.0602
70511,0,0.0039
70512,0,0.011
70513,0,0.02
70514,0,0.0053
70515,0,0.0999
70516,0,0.0369
70517,0,0.0338
70518,0,0.0039
70519,0,0.0033
70520,0,0.0149
70521,0,0.0068
70522,0,0.0183
70523,0,0.0034
70524,0,0.0201
70525,0,0.0582
70526,1,0.9071
70527,0,0.0914
70528,0,0.0166
70529,0,0.1712
70530,0,0.0044
70531,0,0.0472
70532,0,0.037
70533,0,0.0666
70534,0,0.0105
70535,0,0.0038
70536,0,0.0111
70537,0,0.0081
70538,0,0.0128
70539,0,0.0458
70540,0,0.011
70541,0,0.0086
70542,0,0.0178
70543,1,0.9726
70544,0,0.1341
70545,0,0.0058
70546,0,0.0171
70547,0,0.0079
70548,0,0.0604
70549,0,0.0088
70550,1,0.9171
70551,0,0.0178
70552,0,0.0276
70553,0,0.0167
70554,0,0.0093
70555,0,0.0197
70556,0,0.0022
70557,0,0.0159
70558,0,0.0071
70559,0,0.0103
70560,0,0.0059
70561,0,0.0068
70562,0,0.0011
70563,1,0.8243
70564,0,0.166
70565,0,0.0116
70566,0,0.0096
70567,1,0.9844
70568,0,0.059
70569,0,0.0422
70570,0,0.0019
70571,0,0.0189
70572,0,0.0646
70573,0,0.0086
70574,0,0.0357
70575,0,0.0679
70576,0,0.4365
70577,0,0.0127
70578,0,0.0064
70579,0,0.0097
70580,0,0.0373
70581,0,0.0067
70582,0,0.0586
70583,0,0.0126
70584,0,0.02
70585,0,0.021
70586,0,0.035
70587,0,0.0022
70588,0,0.0087
70589,0,0.0264
70590,0,0.0604
70591,0,0.0062
70592,0,0.0246
70593,0,0.0474
70594,0,0.0654
70595,0,0.011
70596,1,0.8994
70597,0,0.0082
70598,0,0.0517
70599,0,0.009
70600,0,0.0026
70601,0,0.0242
70602,0,0.03
70603,0,0.0961
70604,0,0.0708
70605,0,0.028
70606,0,0.0411
70607,0,0.0264
70608,0,0.0427
70609,0,0.009
70610,0,0.0061
70611,0,0.0084
70612,0,0.0905
70613,1,0.9787
70614,0,0.1114
70615,0,0.0246
70616,0,0.0054
70617,0,0.0175
70618,0,0.0036
70619,0,0.0786
70620,0,0.0124
70621,0,0.0204
70622,0,0.3218
70623,0,0.0185
70624,0,0.213
70625,0,0.0182
70626,0,0.0172
70627,0,0.0104
70628,0,0.0179
70629,0,0.0082
70630,0,0.0169
70631,0,0.0087
70632,0,0.1248
70633,0,0.0248
70634,0,0.0108
70635,0,0.0075
70636,0,0.0462
70637,1,0.9674
70638,0,0.0109
70639,0,0.0033
70640,0,0.0077
70641,0,0.2074
70642,0,0.0066
70643,0,0.0361
70644,0,0.011
70645,0,0.0054
70646,0,0.0042
70647,0,0.0132
70648,0,0.0237
70649,0,0.0128
70650,0,0.0045
70651,0,0.0227
70652,0,0.0158
70653,0,0.1719
70654,0,0.0355
70655,0,0.0315
70656,0,0.0568
70657,0,0.0076
70658,0,0.0132
70659,0,0.1313
70660,1,0.9612
70661,1,0.8655
70662,0,0.0108
70663,0,0.0083
70664,0,0.0071
70665,0,0.0392
70666,0,0.0454
70667,0,0.0265
70668,0,0.002
70669,1,0.9459
70670,0,0.0219
70671,0,0.112
70672,0,0.081
70673,0,0.049
70674,0,0.0129
70675,0,0.031
70676,0,0.0054
70677,0,0.0279
70678,1,0.8738
70679,0,0.1355
70680,0,0.038
70681,0,0.0166
70682,0,0.1538
70683,0,0.0123
70684,0,0.0062
70685,0,0.0095
70686,0,0.0068
70687,0,0.0203
70688,0,0.0212
70689,0,0.0045
70690,0,0.0133
70691,0,0.0463
70692,0,0.0307
70693,0,0.0109
70694,0,0.0107
70695,0,0.1238
70696,0,0.4743
70697,0,0.0006
70698,0,0.0251
70699,0,0.0112
70700,0,0.0044
70701,1,0.5567
70702,0,0.0134
70703,0,0.3786
70704,0,0.0104
70705,0,0.0132
70706,0,0.0116
70707,0,0.0799
70708,0,0.0781
70709,0,0.0438
70710,0,0.0131
70711,0,0.0089
70712,0,0.0197
70713,0,0.056
70714,0,0.2456
70715,1,0.9654
70716,0,0.0276
70717,0,0.0159
70718,0,0.0372
70719,0,0.0319
70720,0,0.0098
70721,0,0.0326
70722,0,0.0017
70723,0,0.0188
70724,0,0.2168
70725,0,0.008
70726,1,0.852
70727,0,0.0145
70728,0,0.0016
70729,0,0.0678
70730,0,0.0968
70731,0,0.0131
70732,0,0.0581
70733,0,0.1447
70734,0,0.1077
70735,0,0.0031
70736,0,0.0209
70737,0,0.0219
70738,0,0.0775
70739,0,0.012
70740,0,0.01
70741,0,0.0339
70742,0,0.0176
70743,0,0.0445
70744,1,0.9287
70745,0,0.0081
70746,0,0.0843
70747,0,0.0247
70748,0,0.0138
70749,0,0.0199
70750,0,0.0224
70751,0,0.0412
70752,0,0.0386
70753,0,0.0134
70754,0,0.0116
70755,0,0.0107
70756,0,0.2588
70757,1,0.9389
70758,1,0.9812
70759,0,0.1219
70760,0,0.0053
70761,0,0.0431
70762,0,0.1091
70763,0,0.0186
70764,0,0.1562
70765,0,0.0236
70766,0,0.035
70767,0,0.0162
70768,0,0.0191
70769,1,0.9901
70770,0,0.0232
70771,0,0.0014
70772,0,0.0195
70773,0,0.0015
70774,0,0.0028
70775,0,0.0028
70776,0,0.0261
70777,0,0.0407
70778,1,0.9179
70779,0,0.1711
70780,0,0.0461
70781,0,0.0065
70782,0,0.0017
70783,0,0.0013
70784,0,0.0119
70785,0,0.0325
70786,1,0.9579
70787,0,0.0427
70788,0,0.0063
70789,0,0.0133
70790,0,0.0081
70791,1,0.9403
70792,0,0.0067
70793,0,0.0079
70794,0,0.0593
70795,1,0.9405
70796,0,0.1704
70797,0,0.0045
70798,0,0.0022
70799,0,0.0067
70800,0,0.0553
70801,1,0.9116
70802,0,0.04
70803,0,0.0241
70804,1,0.9822
70805,0,0.0026
70806,0,0.054
70807,0,0.0507
70808,1,0.9505
70809,0,0.0092
70810,0,0.356
70811,0,0.0432
70812,0,0.008
70813,1,0.7984
70814,1,0.9841
70815,0,0.0045
70816,0,0.0029
70817,0,0.0338
70818,0,0.0106
70819,0,0.0121
70820,0,0.0146
70821,0,0.0541
70822,0,0.022
70823,0,0.0868
70824,0,0.1046
70825,0,0.0342
70826,0,0.1124
70827,0,0.0449
70828,1,0.9862
70829,1,0.9929
70830,0,0.0064
70831,0,0.0369
70832,0,0.0059
70833,0,0.0044
70834,1,0.9702
70835,1,0.966
70836,0,0.0137
70837,0,0.0333
70838,0,0.0098
70839,0,0.0064
70840,1,0.9561
70841,0,0.0404
70842,0,0.0068
70843,0,0.0097
70844,0,0.0139
70845,0,0.0136
70846,0,0.4457
70847,0,0.0073
70848,0,0.0117
70849,0,0.0218
70850,0,0.0053
70851,0,0.0084
70852,0,0.0328
70853,0,0.001
70854,0,0.0016
70855,0,0.0336
70856,0,0.0139
70857,0,0.0478
70858,0,0.1469
70859,1,0.9683
70860,0,0.001
70861,0,0.2543
70862,0,0.0153
70863,0,0.3898
70864,1,0.9714
70865,0,0.0088
70866,0,0.0047
70867,0,0.005
70868,0,0.0442
70869,0,0.0025
70870,0,0.0107
70871,0,0.0233
70872,1,0.9791
70873,0,0.0053
70874,0,0.0354
70875,0,0.0402
70876,0,0.0127
70877,0,0.0534
70878,0,0.0016
70879,0,0.0756
70880,1,0.9335
70881,1,0.9312
70882,0,0.0035
70883,0,0.0623
70884,1,0.9604
70885,0,0.0158
70886,0,0.0048
70887,0,0.0508
70888,0,0.1935
70889,0,0.007
70890,0,0.0153
70891,0,0.0042
70892,0,0.0068
70893,0,0.0783
70894,0,0.0463
70895,0,0.0466
70896,0,0.1208
70897,1,0.7026
70898,0,0.0109
70899,0,0.026
70900,0,0.0892
70901,0,0.0057
70902,0,0.0487
70903,0,0.0348
70904,0,0.0056
70905,0,0.039
70906,0,0.0065
70907,0,0.0445
70908,0,0.0074
70909,0,0.0111
70910,0,0.0809
70911,1,0.9587
70912,0,0.007
70913,0,0.0087
70914,0,0.0307
70915,0,0.0086
70916,0,0.0045
70917,0,0.0607
70918,0,0.0176
70919,0,0.0648
70920,0,0.0088
70921,0,0.0255
70922,0,0.0188
70923,0,0.0134
70924,0,0.0198
70925,1,0.9646
70926,0,0.0069
70927,1,0.9217
70928,1,0.9814
70929,1,0.9822
70930,0,0.007
70931,0,0.0093
70932,0,0.0067
70933,1,0.9355
70934,0,0.0272
70935,1,0.8382
70936,0,0.1158
70937,1,0.5842
70938,0,0.0207
70939,0,0.0034
70940,0,0.0441
